title,url,description,city
Full-Stack (Python + React) Developer for an Online News Media,https://jobs.dou.ua/companies/flexmade/vacancies/268882/,"We seek a Full Stack Developer skilled in Python and React, specializing in backend development and database management. A US client, a publisher of news and information that helps people to make smarter decisions about important issues affecting their lives is currently starting several projects under its Health vertical and is looking for a Full-Stack developer. The news portal is included in the Alexa Top 500 Global Sites list. Requirements:— 3+ years of experience in a full-stack software development role focusing on backend development and database management;— Good knowledge of Python;— Strong understanding of JavaScript, React, ES2016 or TypeScript, Docker, MySQL— Video streaming and video transcoding would be a plus Responsibilities:— Participation in the design and development of solutions for one of the largest news feeds in the world.— Close communication with a multicultural distributed team using the Scrum methodology. Benefits:— The responsible, responsive, and highly professional team will help you become part of the team in the shortest possible time;— Enthusiastic and supportive team;— Regular challenges, education, and knowledge exchange to make you even better than you are;— Open and constructive working culture in a dynamic and fast-growing environment. About the client:A multifaceted digital media company dedicated to helping citizens, consumers, business leaders, and policy officials make important decisions in their lives. The company publishes independent reporting, rankings, data journalism, and advice that has earned the trust of readers and users for nearly 90 years. They are an American media company that publishes news, consumer advice, rankings, and analysis. It was launched in 1948 as the merger of a domestic-focused weekly newspaper and an international-focused weekly magazine. 1995 the company launched its website, and in 2010 the magazine ceased printing. They reach more than 40 million people monthly during moments when they are most in need of expert advice and are motivated to act on that advice directly on their platforms. Industry: Online Media Location: United States About the project:An American media company that publishes news, opinion, consumer advice, rankings, and analysis. Founded as a news magazine in 1933, it transitioned to primarily web-based publishing in 2010, although it still publishes its rankings. It covers politics, education, health, money, careers, travel, technology, and cars.Про компанію FlexMadeFlexMade is a software development company headquartered in Seattle, USA. We have delivery centers and branch offices in the United States, Germany, Poland, and Ukraine.We aim to create reliable and scalable software for corporate and individual clients from North America, Europe, and Asia. We achieve this by using modern programming technologies, platforms, and coding standards, and, of course, by hiring highly experienced and qualified personnel.With over 15 years of experience in the IT market, we have polished the high efficiency of our software development processes. We’re fast and responsive, honest and professional. Our sensibly priced solutions are an excellent value for the top-notch level of knowledge and service we provide. Besides, we’re a team of really easy-going people.","за кордоном, віддалено"
Python Developer — LLMs & NLP,https://jobs.dou.ua/companies/dataroot/vacancies/272158/,"We present an exciting opportunity to delve into the world of cutting-edge technologies beyond traditional coding. You’ll have the unique flexibility to transition between teams, enabling you to contribute to various projects, including advanced LLM applications and multimodal edge ML. This diverse exposure will not only enhance your skills but also broaden your understanding of the field. Our team comprises experts in the foundational elements of next-generation AI systems, encompassing multimodal inference, generative reasoning, and robust training pipelines. We also maintain an in-house GPU cluster, providing resources for interacting, training, and experimenting with larger models for professional projects and personal exploration. In addition to working on client projects, you’ll have the chance to engage with our product development, including edge multimodal ML, GPT swarms, reinforcement learning, and much more, depending on your areas of interest. Your initial project will involve building LLM agents, a less complex task that will offer a gentle introduction to our operations. Joining our team means becoming a part of a knowledgeable group of researchers and engineers. We foster an environment that is not just about individual contributions, but also about collective growth and innovation. This collaborative spirit is a critical part of our endeavor to stay at the forefront of AI innovation in today’s rapidly advancing AI landscape. Don’t worry about not knowing AI / ML. We only need your developer skills, and we’ll take care of the rest! Requirements:Strong Python Commercial Experience (1 year +)Experience in building REST APIsKnowledge of DockerFamiliarity with CI/CDKnowledge of DBs, SQL, and NoSQLAt least upper intermediate written/spoken EnglishBe able to visit the office at least 3 times a week Would be a plus:Specialized experience with LLMs, LangChain, RAG, and related technologiesC/C++ knowledgeExperience in edge ML Key Responsibilities:Tackle tough problems and find creative ways to solve themMaintain and optimize the solution for maximum speed and flexibilityWrite clean and reusable codeImprove your skills and stay up-to-date with emerging technologies What We Offer:Startup culture, a strong goal-oriented team, and a research mindsetOpportunity to leverage your engineering skills for fellow engineers and shape the future of AIWorking with the newest technical equipment (Latest MacBook Pro)20 working days of annual vacation leaveEnglish courses, Educational Events & ConferencesMedical insurance",Київ
Senior Python AI agent Engineer,https://jobs.dou.ua/companies/winsoft-agency/vacancies/272120/,"Hey! Our company “WinSoft” has an open Senior Python ML Engineer full-time position for an ongoing project. We have a dedicated team in that project and hope you can join us!About the project: AI web application with financial, operational excellence, and workflow automation. This is the startup and we have a friendly, skilled, and dedicated team. Our clients are in the USA timezone and we have regular meetings in their timezone.Requirements: We expect you to be able to build an AI agent, based on some open-source AI framework. AI agents should be able to handle all the financial and marketing functionality and chat questions.Python for at least 5 yearsBackground in using the RAG framework and multi-modal AI approach to building ML applications is a mustExperience with building financial, and marketing AI functionality (agents, LLMs, etc) is highly preferredExperience in creating AI agents from scratchAbility to work independently and research, suggest, and find the solutionBe a team player with great soft & communication skills Contract details:2 weeks paid trial period6+ months contractCompetitive monthly payment for the full-time job",віддалено
R&D Infrastructure Engineer,https://jobs.dou.ua/companies/zone3000/vacancies/272106/,"Your expertise: Strong technical background with at least one of the following languages: JavaScript / Go / Java / Python / RustGood understanding of SQL / No-SQL databases, Message Brokers, and their principlesGood knowledge of Linux (provisioning, bash scripting, patching)Understanding Logging, Monitoring, AlertingNetwork fundamentalsWeb technologies principlesProficient experience in DockerProduction experience with one of the container orchestration systems, like Kubernetes, Docker Swarm, AWS ECS, etc.Mastery of AWS services and cloud architectureFamiliarity with infrastructure as a code concept. Good knowledge of terraform is requiredProficient experience in CI / CD configuration (Jenkins is preferred)Understanding of Unit / Integration testing. Be ready to integrate automated quality in usual development flowProficient understanding of GitUnderstanding security basics (cryptography algorithms, authentication & authorization protocols, application security)Written English (read & write)Robust communication and instructional capabilitiesAbility to function both autonomously and collaboratively within a teamWill definitely be a plus: HashiCorp products experience such as Vault / Packer / Terraform CDKDealing with security vulnerabilities in common operating systems, web, and applications, including knowledge of remediation proceduresPractical experience with tools / services for Security in CloudUnderstanding of the OWASP top 10Experience in writing technical documentation and planningUnderstanding fundamental principles of the Scrum / Kanban processDistributed systems understanding, principles & patternsWhat’s in it for you?Opportunity to deal with top-notch technologies and approaches in a world-leader product company with millions of customersOpportunity to make a difference for online privacy, freedom of speech, and net neutralityDecent market rate compensation depending on experience and skillsDeveloped corporate culture: no micromanagement, culture based on principles of truth, trust, and transparency“You build it, you own it” mentality in most contextsSupport of personal and professional developmentcoverage of costs of external trainings, conferences, professional literaturesupport of experienced colleaguesin-house events and trainingsregular knowledge sharing in teamsEnglish classes and speaking clubsLife-balance supporttruly flexible schedule, no time-tracking at all25 working days of vacation5 days of paid sick leave per month (if necessary) without providing a medical certificategenerous maternity leave programProfessionally strong environment, friendly and open atmosphere, ability to influence the product development and recognition for itYou will be involved into: You will be working closely with our DevOps, Architect, SRE, DBA, and Product development teamsImplement, manage, and maintain software solutions, CI / CD configurations, AWS services, terraform modules, etc.Develop & implement a set of security standards and practices. Analyze & remediate security findingsEngage in continuous learning about emerging technologiesAbout the company and project:ZONE3000 is proud to represent its partnership with Namecheap (www.namecheap.com). Namecheap was founded in 2000 on the idea that all people deserve value-priced domains delivered through stellar service. Today Namecheap is a leading ICANN-accredited domain name registrar and web hosting company with over 13 million customers and 17 million domains under management — and we’re just getting started.Our culture is built on the values that we live every day: the way we work, the way we collaborate with our global network of colleagues and the way we relentlessly innovate solutions that meet the emerging needs of our customers.The aim of research and development (R&D) is to improve the current technologies offered by an organization or to develop innovations that strengthen the organization’s position in the marketplace. As a member of our R&D Team, you will be solving challenging problems and helping us to keep our product team’s tool sets at the state-of-the-art level, ensuring that we use the best techniques available and push the limits possible if needed. Despite the fact that the R&D team is quite small, it is part of the bigger DevOps team which means that it combines the best of two worlds.Join our R&D Team and be a driving force in developing solutions that will take our product to a new level!",віддалено
Senior Python Developer,https://jobs.dou.ua/companies/sciforce/vacancies/272009/,"Project Description: Our partner is an EU-based company in the music industry focusing on innovative technologies. You will join a multifunctional international team concentrating on building and improving one of our partner’s new music platforms. It implies diving into the overall design process, from planning to delivering the service’s new features. Tune up for a great experience!Responsibilities: Taking part in the development and deploymentCollaborate closely with the team to deliver a high-quality productLining up efficient data-intensive web applicationsRequired Skills: 4+ years of commercial Python development;Solid experience with MySQL, PostgreSQL, and MongoDB;Proficiency with ElasticSearchExperience in efficient management of big data sets and API development.Excellent written and spoken English;Additional Skills: Docker, CI basic knowledgeExperience with Front-End (Vue.JS)Experience using cloud and automated environmentsUnderstanding of the software design lifecycle best practicesAptitude to deal with code reviews and testingTechnical Stack:Python (Django with DRF) for backendVue for frontendPostgres, ElasticSearch, MongoDBAWS, as the infrastructure provider","Львів, віддалено"
Senior Full-stack Engineer (Python+JS),https://jobs.dou.ua/companies/1648-factory/vacancies/260126/,"The client is a leading Consulting company from Germany. They are now looking to expand the portfolio of products for existing and new clients. You’ll be working on a project which is data-driven.Requirements: — 4+ years of experience with Python (Flask, Django).— Experience with React or/and Angular.— Plotly/dash.— Pandas.— Langchain.— Bootstrap.— Azure.— OOP.— Experience in implementing complex user stories.— Upper-intermediate English.Responsibilities: — Developing complex functionality on Python.— Implementing complex user stories.— Work with product owners, developers, and quality analysts to drive delivery and participate in all phases of software development.We offer: — A working environment with plenty of scope for creativity.— Independent work with a well-rehearsed team in the background.— Remote work from Ukraine.— Competitive salary with a long term contract.— Attractive compensation package (20 days of vacation, 5 sick days — 100% compensation).— Super-experienced international team.— Trust and support from the management team.— High degrees of responsibility and autonomy.— Agile teams where your ideas and solutions are valued.",віддалено
Senior Python Developer for an AI system,https://jobs.dou.ua/companies/synergetica/vacancies/271949/,"Our customer is developing a complex system for the security and monitoring of the mining industry with extensive usage of AI and sensors placed on various equipment. They offer comprehensive hardware with 24/7 coverage and monitoring, with high requirements for the security and stability of the system. The system enhances productivity by optimizing maintenance strategies, streamlining mining operations with full site coverage, and significantly improving work safety.Responsibilities:Designing and developing scalable backend systems, APIs, and database solutions for the company’s main product that makes machines smarterMentoring and guiding junior developers while fostering a culture of learning and best practicesCollaborating with cross-functional teams to deliver high-quality software solutionsLeading technical discussions, contributing to architectural decisions, and ensuring code quality through reviews and standardsContinuously learning, adapting to new technologies, and driving innovation within the development teamRequirements:6+ years of backend development experience, with at least 3 years specializing in Python, including proficiency in multiprocessing and experience with data manipulation libraries such as PandasDemonstrated expertise in designing, deploying, and monitoring large-scale SAAS and on-premises systems, including RESTful APIs and Events Driven architecturesStrong knowledge of databases including BigQuery, PostgreSQL, or similar alternativesExperience with cloud providers servicesProficient in applying software engineering best practices, including coding standards, code reviews, CI/CD, and testingStrong problem-solving skills, creative thinking, and effective communication skills with a collaborative team-player attitudeGood spoken and written English level — ideally Upper-Intermediate or higherNice to have:Proficiency in GCP services such as Cloud Run/Function, Cloud Build, and WorkflowsExperience with low-level languages such as C, C++, C#, Java, or RustFamiliarity with Wireshark or inter-component communicationFamiliarity with video stream pipelines, neural network frameworks (PyTorch/TensorFlow)A degree in Computer Science or a related fieldWe offer:Competitive salary depending on your experienceProfessional development opportunitiesStudy and practice of English: courses and communication with colleagues and clients from different countriesYoga classesCompensation package (paid vacation, sick leaves)Flexible working hours (from 9-11 to 18-20)Comfortable office or possibility to work remotelyIf your qualifications and experience match the requirements of the position, our recruitment team will reach out to you in a week maximum. Please rest assured that we carefully consider each candidate, but due to the amount of applications the review and further processing of your candidacy may take some time.","Київ, віддалено"
Middle/Senior Backend (Django) Developer (USA time zone),https://jobs.dou.ua/companies/devico/vacancies/271926/,"Devico is looking for a motivated and talented Middle/Senior Django developer with commercial experience of at least 3-5 years to join a team on a full-time basis.About project:This is a web eCommerce platform integrated with marketplaces. It manages the whole process from product manufacturing to product distribution.Responsibilities:Lead the development of robust backend systems utilizing Django and Django REST Framework.Manage and conduct thorough code reviews to ensure high-quality code and adherence to best practices.Oversee the team’s git branching and deployment processes.Provide guidance and mentorship to a pod of 2-3 backend and/or frontend developers, fostering their professional growth.Integrate complex solutions for logistics, shipping, and warehouse management systems to optimize our supply chain processes.Requirements:Extensive experience with Django and Django REST Framework.Proficient in FastAPI and SQL.Strong knowledge of git for version control.Demonstrated experience in managing code reviews and deployment processes.Proven ability to lead and mentor a team of developers.Experience with integrating logistics, shipping, and warehouse management systems is a plus.Level of English: Upper-intermediate and higher.",віддалено
Senior/Principal Software Engineer(Python/Go),https://jobs.dou.ua/companies/intellias/vacancies/271920/,"Drivers of change, it’s your time to pave new ways. Intellias, a leading software provider in the automotive industry, invites you to shape the future of driving. Join the team and co-create digital products for the world’s top-tier brands.What project we have for youOur client, a leading autonomous vehicle company, is at the forefront of the mobility revolution. They are redefining transportation with cutting-edge self-driving technology designed to make travel safer, more reliable, and sustainable. Their team is developing fully autonomous vehicles that harness the power of artificial intelligence, advanced sensors, and machine learning to navigate the complexities of urban environments seamlessly.As a Software Engineer, you’ll join a world-class team of innovators and collaborate with some of the brightest minds in the industry. Here, you’ll tackle exciting challenges that are transforming transportation and help build high-impact software solutions to advance their mission of creating fully autonomous vehicles.What you will doCollaborate with related engineers for complex issues or those beyond the scope of existing documentation Data Infrastructure pipeline upgrade and supportMonitor communication channels, ensuring every issue is directed to the appropriate team within organization for resolution Utilize established runbooks to address and resolve on-call issues promptly and safely Contribute to the development and enhancement of the knowledge base to optimize first-line triage efficiency Schema registry managementDLQ pushesDocument effective solutions and procedures discovered through on-call experiences to refine the runbook What you need for this6+ Years of Experience in Software EngineeringProven experience in Python/GoProficient in Google Cloud Platform (GCP) services and tools or other cloud platforms (AWS, Azure)Experience with Postgres database management or other relational databasesExperience with event-driven architecture (Pub/Sub, SQS)Knowledge of data pipelines and their managementExpertise in monitoring and alerting practices (Kibana, etc.)Ability to navigate and analyze platform/service logs using Humio or similar systemsWhat it’s like to work at IntelliasAt Intellias, where technology takes center stage, people always come before processes. We’re dedicated to cultivating a tech-savvy environment that empowers individuals to unlock their true potential and achieve extraordinary results. Our customized benefits not only prioritize your well-being but also charge your professional growth, making this opportunity an ideal match for tech enthusiasts like you.",віддалено
Senior Software Engineer (Python) for New Product,https://jobs.dou.ua/companies/macpaw/vacancies/271905/,"MacPaw is a software company with headquarters in Kyiv, Ukraine, that develops and distributes software for macOS and iOS. At MacPaw, we believe that humans and technology can reach their greatest potential together. Today, our products have more than 30 million users worldwide. MacPaw is proud to be Ukrainian. The support and development of Ukraine are significant parts of the company’s culture. MacPaw gathers open-minded people who support each other and aspire to change the world around us.At MacPaw, we never stop at what has been accomplished and always look for new ways to improve the world. That is why we are going to launch a new product that will change people’s interaction with different apps in one space.It’s a new product, so our Senior Software Engineer will have a major impact on the growth and scope of the next big and revolutionary product for MacPaw. We are looking for solution-focused individuals with a can-do attitude. We don’t have a lot of time to roll out, so we need you quickly plunge into work.If it sounds interesting to you, look no further — this is the right job for you
In this role, you will:Implement and maintaine secured storage for sensitive dataAnalyze (how to do?) and validate (can be done?) technical solutions for business problems/ideas/needs. Suggest alternatives with reasoning about their pros and cons, decompose into technical tasks on your ownDevelop architectural solutions for the product. Take responsibility for implementing these solutions and their adaptation to product changes in the future, and solve related technical conflicts with the engineering teamInvestigate and analyze fatal issues and critical failures that happened on the product, and share this information with other engineers to avoid the same or related issues in the futureCommunicate with the team(-s)/PM/EM to clarify implementation details, edge cases, specify input or missing data and possible usecases/flows in order to successfully implement a solution and make constructive collaborations if neededParticipate in growing engineering culture in the company by being an active early adopter of changes in engineering processes in order to ensure the successful implementation of Company engineering strategySkills you’ll need to bring:5+ years of development experience with PythonSolid experience in REST API developmentExperience with web frameworks (Flask/FastAPI/Django)Proficiency with relational databases like PostgreSQLStrong sense of ownership, ability to self-manage and work independently, great communication skillsGreat ability to prioritize tasks and manage time efficientlyAt least an Intermediate level of English & fluent UkrainianAs a Plus:General understanding of LLM and experience with OpenAI API, LangChain, Microservices Architecture, Distributed SystemsFamiliarity with message brokersGeneral security domain knowledgeExperience with Vector databasesWhat we offer:We are a Ukrainian company, and we stand with Ukraine against russian aggressionWe maintain workplaces and salaries for the mobilized Macpawians and provide financial support to colleagues or their families affected by the war.Here you also can read about MacPaw Foundation, which intends to help save the lives of Ukrainian defenders and provide relief to as many civilians as possible.Hybrid work model It’s entirely up to you whether to work remotely or at the hub. If you decide to mix it, our Kyiv headquarters (HQ), which works as a coworking space, is open around the clock. The HQ is supplied with UPS and Starlink for an uninterrupted work process.We also reimburse the costs of renting a coworking space in any other city.If you decide to work at home, we cover the costs spent on your workspace organization: portable power stations, power banks, etc.Your health always comes first We cover 100% of your medical insurance costs and 50% for your dependents. We also offer a 50% refund for psychotherapy.Flexible working hours You can choose a schedule that is comfortable for you. No one here tracks your clock in/clock out because MacPaw is built on trust and cooperation.Space to grow both professionally and personallyWhatever your dreams and aspirations are, we got you. Education budget, annual development reviews, free English classes, and regular lectures. We also offer personal coaching with organizational coaches.Teams we are proud of We build honest, transparent, and reliable relationships within teams. Every Macpawian can improve processes and implement their ideas. We encourage open and constructive feedback and provide training for Macpawians on giving and receiving feedback.Office designed for people (and pets)Our office has it all. A spacious workplace with enough room for sitting up, lying down, and running around. A gym for recreation, fitness, and yoga. Cozy kitchens with coffee, snacks, and lunches. Sleeping/meditation rooms. A terrace with a view where we throw summer parties. Also, we have two cats living in the office, and you are welcome to bring your pets to the office (we have separate floors for cats and dogs).Time-off policy that covers life’s needs20 vacation days, unlimited paid sick leaves, xDays (2 days a month to work on side projects), days for personal time-off designed to help you take care of essential matters in your personal life, and parental leaves. On top of all that, sabbaticals are open after 5 years of being with MacPaw.Join social initiatives with MacPawCares MacPaw participates in numerous humanitarian aid and charity projects across many fields, and you are welcome to jump in and spend up to 24 working days per year making the world a better place.",Київ
Senior Python (Prompt Engineering) Developer,https://jobs.dou.ua/companies/ust/vacancies/271899/,"We are looking for an experienced Python Developer.Project: This is for AI development for an existing project focussing on Web development for clients. The AI development will focus on leveraging AI for some of the key business scenarios. Location: Ukraine.Required Skills and Qualifications:Strong proficiency in Python programming and software development practices.Hands-on experience with Prompt Engineering techniques and methodologies.In-depth understanding of Retrieval-Augmented Generation (RAG) and its implementation.Practical knowledge of LangChain for building conversational AI systems.Familiarity with LlamaIndex, Azure Cognitive Search, or similar indexing and retrieval tools.Proficiency in working with large datasets and optimizing data processing pipelines, specifically using libraries such as Pandas.Knowledge of working with APIs using Python requests library.Pytest & Behave for automation testing.We offer:Flexible schedule and opportunities to work remotely (8 hours workday).Friendly professional staff and warm atmosphere.The environment where you can implement your ideas.Paid vacations and sick leaves.Medical insurance.Opportunity to work remotely.Participation in educational activities and thematic conferences.Team parties and corporate events.","Київ, віддалено"
Data Engineer (Python),https://jobs.dou.ua/companies/rozetka-ua-internet-supermarket/vacancies/267761/,"Найпопулярнішому інтернет-магазину Rozetka.ua потрібен «Data Engineer (Python)»ROZETKA — найбільший онлайн-ритейлер та один із найтехнологічніших e-commerce-проектів в Україні. Наша місія — бути універсальним помічником з вибору будь-якого товару в інтернеті.ROZETKA побудована на мікросервісній архітектурі. Внутрішні продукти допомагають удосконалювати веб-сайт, автоматизувати роботу складів, поштоматів, служби доставки, фінансові та операційні процеси.За сайтом і додатком стоїть робота IT-відділу. Це інженери з експертизою в топових стеках технологій, тестувальники, аналітики, DevOps-фахівці, архітектори, та продуктові менеджери, проектні менеджери та IT-директор.Також ми постійно тестуємо нові технології, стежимо за трендами, будуємо мікросервісну архітектуру, розвиваємо DevOps-практики. Гайда з нами! Про проєкт: Підготовка та обробка даних в Rozetka.ua — найважливіший етап автоматизації роботи усіх підрозділів компанії. Різноманітність типів, способів зберігання та обміну даними робить інженерію процесу нетривіальною, проте невід‘ємною частиною розвитку. Об‘єми даних перевищують сотні гігабайт, що робить необхідним для використання найсучасніших технологій роботи з великими даними. Якісні дані для компанії — фундаментальний ресурс для подальшого існування та вдосконалення.Проєктні технології:розробка: Python, Git;бази даних: BigQuery, ClickHouse;ETL/ELT: dbt, Apache Beam;розгортання: DataFlow, Vertex AI Pipelines.Зі свого боку ми пропонуємо:Оформлення з першого робочого дня;Цікаві завдання, які дають Вам можливість розвиватися і вдосконалювати Ваш потенціал;Зручний графік;Можливість працювати в офісі або віддалено (на вибір);Фіксовані задачі на період адаптації у супроводі Team Lead, HR, PO;Оплачувана відпустка — 24 календарних дні на рік та оплачувані лікарняні;Програма лояльності для співробітників Rozetka.uaЧим потрібно займатися:будувати, оптимізовувати та розгортати системи для обробки даних;автоматизувати потоки роботи з даними;створювати набори даних для тренування та запуску моделей машинного навчання;документувати дані;вдосконалювати існуючі підходи.Що для цього потрібно:досвід роботи з великими даними;високий рівень програмування на Python;досвід побудови, оптимізації та розгортання ETL/ELT систем та сховищ даних.Буде плюсом:досвід роботи з аналітичними, транзакційними та гібридними системами;досвід побудови, оптимізації та розгортання систем для оркестрації потоків;досвід роботи з ClickHouse;досвід отримання даних з відкритих джерел.Будемо раді Вам у команді ROZETKA. Не зволікайте і надсилайте резюме.*Пересилаючи нам своє резюме, що містить персональні дані, Ви висловлюєте свою згоду на їх обробку, згідно з чинним законодавством України про персональні дані.",віддалено
Python Developer,https://jobs.dou.ua/companies/isr-tech/vacancies/256480/,"Ми українська інноваційно-технологічна компанія, що розробляє і виготовляє роботизовані системи. Створюємо рішення, що працюють дистанційно на землі, в небі та в морі.Шукаємо кандидата з такими навичками: Python;PostgreSQL;JavaScript;HTML, CSS, XML;Розробка модулів Odoo (+);Освіта — технічна спеціальність;3+ роки досвіду роботи розробником.Що ми очікуємо:Аналіз вимог від керівників відділів та BA, проєктування та модифікація модулів;Вдосконалення вже розроблених модулів та налаштування нового функціоналу;Підтримка співробітників щодо помилок та проблем;Розробка технічної документації та посібника користувача.Ми пропонуємо:Офіційне працевлаштування з бронюванням;Участь у розвитку оборонних технологій в УкраїніСвоєчасна виплата конкурентної заробітної плати;Робота у команді висококваліфікованих колег;Безкоштовні обіди.",Київ
Middle/Senior Full-stack Engineer (Python/JS),https://jobs.dou.ua/companies/speed-and-function/vacancies/271841/,"At Speed & Function, we are dedicated to providing exceptional service and adaptability in a dynamic business landscape, aligning with our clients’ missions to contribute positively to society and enhance human well-being. Our core mission is to support our clients in achieving their goals by developing high-quality software. To further this mission, we are actively seeking a skilled Middle/Senior Full-stack Engineer. This role demands close collaboration with stakeholders and experts across various business units, ensuring effective teamwork and innovation. 
Why Join Us? At Speed & Function, we’re not just about software development; we’re about creating meaningful connections that lead to innovative solutions and growth. We are a Deliberately Developmental Organization.ResponsibilitiesDesign, develop, and maintain robust and scalable software applications using Python.Utilize frameworks such as Django and FastAPI for backend development.Integrate with RESTful APIs and other third-party services.Proactively collaborate with a project team, participate and contribute during the standups, retrospectives, brainstorming sessions. Build trustworthy relations with the project teams and clients.Follow engineering standards: demonstrate high quality of coding, review code, employ and document the best practices. Write unit tests and perform debugging to maintain code quality.Contribute to system architecture and technical documentation.RequirementsCommitment to personal growth/dedication to self-improvement.At least 3 years of professional experience in development. Experience in communication with clients and close cooperation in a team.Ability to quickly adapt to new situations, learn, and use new technologies.Ability to work in a large team.Ability to make and justify decisions.Willingness to take on challenges and expand your skills.Proactivity, ability to generate and justify technical ideas/solutions. Technical skills:Python (Django & Fast API) JavaScript (React)SASSReduxKafkaTerraformCI/CDUnit TestsGeneral Skills — OOP, Design Patterns, SOLID, CleanCodeDatabases — MySQL, PostgreSQL, MongoDBExperience in or willingness to learn Data Engineering, including designing and building ETL pipelines, data enrichment pipelines, etc., is a plus.Experience in or willingness to learn with data processing tools such as AWS Glue, AWS Batch, and Airflow is a plus.Be a plus:Experience with non-profits, and understanding their business and challenges, will be a plus.Location and Team CollaborationThis is a full-time remote position, including hourly payment. You can work from your preferred location with occasional on-site collaboration at various offices, including Budva, Philadelphia, etc. Working hours are flexible but should overlap with our core locations in ET, CET, EET time zones.About the company Speed & Function excels in software development that transcends typical outsourcing. We foster a cooperative environment, viewing ourselves as partners rather than just contractors. With a rich history since 2006, our mission is to shape a unique working framework that addresses the challenges of the 21st century. We concentrate on delivering state-of-the-art tech solutions and amazing collaboration experiences. We aim to evolve into a Deliberately Developmental Organization, a space where human potential and technological expertise thrive together.How to applyDear candidate, please respond to our job post with a cover letter outlining the following details:Reasons for seeking a new jobYour hourly rateEnglish proficiency levelNotice periodLocation",віддалено
Python Backend Engineer,https://jobs.dou.ua/companies/squad/vacancies/268256/,"Team Summary
We are a dynamic team of backend and frontend engineers who are involved in the full development cycle. We develop and maintain a platform consisting of a wide range of tools and features, focused on the collection and organization of data. Our work environment provides a safe space for sharing ideas, offering solutions, and also encourages a friendly atmosphere.
Job Summary
We are looking for an experienced Python Engineer keen on backend services and development operations. In this role, you will be gathering requirements, finalizing them, designing complex systems, and then participating in the development, deployment, and subsequent support. 
Responsibilities and Duties
— Сreating new services for internal use— Building new features from business ideas to solutions in production— Building and validating different types of POCs— Scaling and supporting existing products and services
Qualifications and Skills
— 3+ years of commercial software development experience— Significant experience with Python 3 (asyncio/aiohttp)— Experience with Docker— Experience working with AWS (EC2, RDS, SQS)— Experience with SQL— Experience with CI/CD and building pipelines— Experience working with Infrastructure as code— Experience with data structures, algorithms, design patterns— Experience with parallelization of complex operations, understanding of multiprocessing/threading / asynchronous approaches— An ability to work remotely and use conference and collaboration tools effectively— Good written and spoken English
Nice to have
— Basic knowledge of machine learning— Experience with NoSQL database management systems— Experience with Kubernetes— Experience with Monitoring, ELK stack— Building large-scale systems
We offer multiple benefits that include
— The environment of equal opportunities, transparent and value-based corporate culture and an individual approach to each team member.— Competitive compensation and perks. Annual performance review.— Gig-contract with annual automatic prolongation.— 21 paid vacation days per year, paid public holidays according to the Ukrainian legislation.— Development opportunities like corporate courses, knowledge hubs, and free English classes as well as educational leaves.— Benefits package including medical insurance available from day one and a wellbeing benefit for your sport and art activities, mental and physical health available after trial period. Sick leaves and medical leaves are available.— Remote working mode is available within Ukraine only. Partial furniture compensation to equip your home office.— Free meals, fruits, and snacks when working in the office.","Київ, Львів"
Senior Python (Django) Developer,https://jobs.dou.ua/companies/freshcode/vacancies/260791/,"Freshcode у пошуку Python розробника для американського HealthCare продукту з досвідом роботи від 4 років та розмовною англійською. Пропонуємо зробити свій внесок у розвиток нового Python-відділу компанії та можливість стати Team Lead проєкту.Проєкт: Софт для фармацевтичних компаній і лабораторій, який дозволяє їм керувати та взаємодіяти з клінічними зразками при проведенні досліджень. По суті, це внутрішня система для виконання лабораторних робіт, що дає змогу:Робити детальні записи метаданих на різних етапах лабораторних випробувальних процедурЗабезпечувати взаємодію із зовнішніми системами для збору необхідних даних і метаданих, що потім використовуються при виконанні робочих процесів або окремих кроківВзаємодіяти з панеллю інструментів для відображення інформації про зразки на різних етапах, призначення зразків окремим особам та їх статус на основі різних критеріїв метаданих (таких як проєкт, спонсор, матеріал, аналіз і номер партії реагенту тощо)Керувати зберіганням та відстежувати зразки у системіСтек проєкту: Python, Django, Vue, AWS, PostgreSQLКоманда на старті: Senior Python developer, PM, BA та Front-end developer. В планах розширення команди до 2-3 Python developersОсновні завдання:Написання та підтримка кодуНалаштування проєкту з нуля, прийняття архітектурних рішеньКомунікація з командою та замовникомУ разі розширення команди: її формування, проведення співбесід, менторствоДля нас важливі:Комерційний досвід з Python від 4-х роківДосвід роботи з Django від 2-х роківНавички роботи з PostgreSQL або подібною SQL БДДосвід побудови архітектури, створення застосунків з нуляНавички роботи з AWSДосвід налаштування CI/CDДосвід контейнеризації застосунківЗнання основ Unix та обізнаність у мережахРозмовна англійська на рівні Upper-Intermediate+Буде плюсом:Досвід Team Lead та/або менторстваНавички роботи з ETLМи пропонуємо:Можливість розвитку у Team Lead, приймати архітектурні рішення та впливати на розвиток проєктуГнучкий графік роботи: можна розпочинати свій день з 9:00 до 12:00Ремоут формат роботиВідсутність трекерів часуОплачувану відпустку (15 робочих днів) та лікарняні (10 робочих днів)Оформлення за ФОП, допомога у його веденні від юристів та бухгалтерів компаніїЕтапи інтерв’ю:Інтерв’ю з рекрутером та перевірка англійської (до 60 хв)Технічне інтерв’ю з Head of Delivery компанії (до 90 хв)","Запоріжжя, за кордоном, віддалено"
